MD (m RKB);Inc (deg);Azim (deg);TVD (m RKB);E/W (m);N/S (m);DLS (deg/30m)
2496;32.61;92.01;2245.3;840.821;-359.205;0.54
2536.3;31.9;90.38;2279.4;862.322;-359.657;0.84
2576.7;31.49;87.08;2313.8;883.535;-359.19;1.32
2617.1;31.21;84.61;2348.3;904.495;-357.669;0.98
2657.4;31.29;83.98;2382.7;925.298;-355.591;0.25
2697.8;31.42;85.86;2417.2;946.235;-353.73;0.73
2738.2;31.03;84.46;2451.8;967.102;-351.965;0.61
2775.5;30.68;81.14;2483.8;986.075;-349.571;1.4
2789.4;30.65;80.78;2495.8;993.091;-348.454;0.4
2829.6;30.89;78.69;2530.3;1013.295;-344.794;0.82
2866.9;30.86;77.5;2562.3;1032.029;-340.845;0.49
2904.4;31.2;77.01;2594.5;1050.898;-336.576;0.34
2913.3;31.86;76.7;2602.1;1055.43;-335.518;2.29
2921;32.14;76.57;2608.6;1059.407;-334.569;1.12
2927.7;32.38;76.45;2614.2;1062.856;-333.745;1.12
2954.6;34.03;71.62;2636.7;1077;-329.685;3.48
2995.2;36.51;61.44;2669.9;1098.443;-320.305;4.7
3036.4;36.77;55.01;2703;1119.318;-307.369;2.8
3076.7;37.73;48.33;2735.1;1138.414;-292.252;3.09
3117.2;37.11;43.61;2767.2;1156.075;-275.189;2.18
3157.5;35.73;34.79;2799.7;1171.201;-256.69;4.02
3197;34.2;28.91;2832.1;1183.168;-237.47;2.81
3236.9;31.59;21.36;2865.6;1192.384;-217.944;3.66
3253.8;30.18;19.04;2880.1;1195.386;-209.795;3.27
3278.3;28.32;16.57;2901.5;1199.06;-198.379;2.71
3319;30.91;22.37;2936.9;1205.785;-179.48;2.85
3359.2;34.92;27.52;2970.6;1215.043;-159.701;3.64
3398.5;40.44;30.9;3001.7;1226.785;-138.792;4.5
3439.6;44.73;31.42;3031.9;1241.169;-115.012;3.14
3479.3;47.93;28.18;3059.4;1255.441;-90.049;2.99
3520.4;50.65;26.17;3086.1;1269.633;-62.38;2.28
3559.9;53.98;23.14;3110.3;1282.658;-33.958;3.11
3601.7;54.71;22.31;3134.7;1295.771;-2.646;0.71
3642.1;54.84;22.15;3158;1308.263;27.919;0.14
3682.4;55.13;22.24;3181.1;1320.75;58.525;0.22
3722.9;53.47;22.04;3204.7;1333.13;88.95;1.24
3761.8;52.67;22.04;3228.1;1344.795;117.765;0.62
3790;52.67;22.04;3245.2;1353.219;138.572;0
